image_path,file_size_bytes,width,height,aspect_ratio,megapixels,format,mode,has_exif,exif_software,error,label
E:\Project\Fake News Detection\images\real\3867.png,1054943,1266,756,1.674603175,0.957096,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3868.png,1334065,1263,757,1.668428005,0.956091,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3871.png,1451278,1263,755,1.672847682,0.953565,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3884.png,558806,1265,757,1.671070013,0.957605,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3910.png,1576730,1266,765,1.654901961,0.96849,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3914.png,1981547,1264,764,1.654450262,0.965696,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3919.png,955587,1267,756,1.675925926,0.957852,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3922.png,1033431,1267,754,1.680371353,0.955318,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3924.png,919543,1267,755,1.678145695,0.956585,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3930.jpg,33512,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3931.jpg,102998,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3947.jpg,137025,1280,756,1.693121693,0.96768,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3955.jpg,125877,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3964.jpg,204248,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3973.jpg,59110,800,483,1.6563147,0.3864,JPEG,RGB,TRUE,Adobe Photoshop CS6 (Windows),,real
E:\Project\Fake News Detection\images\real\3981.jpg,44611,800,483,1.6563147,0.3864,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\3999.jpg,35613,800,483,1.6563147,0.3864,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4003.jpg,147830,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4014.jpg,101254,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\402.jpg,51018,800,420,1.904761905,0.336,JPEG,RGB,TRUE,Adobe Photoshop 24.7 (Windows),,real
E:\Project\Fake News Detection\images\real\4023.jpg,111106,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4027.jpg,65284,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4030.jpg,154857,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4031.jpg,86887,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4033.jpg,123080,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4034.jpg,147571,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4039.jpg,145402,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\404.jpg,42352,800,420,1.904761905,0.336,JPEG,RGB,TRUE,Adobe Photoshop 24.7 (Windows),,real
E:\Project\Fake News Detection\images\real\4045.jpg,196308,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4048.jpg,113178,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4051.jpg,81842,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4056.jpg,112651,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4063.jpg,97947,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4067.jpg,101614,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4073.jpg,65428,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4078.png,688105,918,612,1.5,0.561816,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4090.jpg,124394,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4106.png,369709,800,483,1.6563147,0.3864,PNG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4108.png,464649,800,483,1.6563147,0.3864,PNG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\411.jpg,68424,800,420,1.904761905,0.336,JPEG,RGB,TRUE,Adobe Photoshop 24.7 (Windows),,real
E:\Project\Fake News Detection\images\real\4134.jpg,51838,800,483,1.6563147,0.3864,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4144.jpg,141817,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4145.jpg,65078,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4146.jpg,110527,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4154.png,1687016,1265,755,1.675496689,0.955075,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4160.jpg,112358,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4167.jpg,123467,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4178.jpg,166939,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4180.jpg,109456,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4184.jpg,135519,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4189.jpg,108125,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\42.jpg,225829,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4201.jpg,223958,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4203.jpg,85416,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4205.jpg,120070,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4218.jpg,103785,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4228.jpg,62965,640,386,1.658031088,0.24704,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\424.jpeg,121854,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4240.jpg,56121,800,488,1.639344262,0.3904,JPEG,RGB,TRUE,Adobe Photoshop CS3 Windows,,real
E:\Project\Fake News Detection\images\real\4249.jpg,111235,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4254.jpg,127692,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4257.jpg,143407,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4259.jpg,187808,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\426.jpg,48097,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\4264.jpg,118146,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4266.jpg,88969,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4274.jpg,115675,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4281.jpg,69786,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4285.jpg,99821,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4286.jpg,108415,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4296.jpg,174329,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4300.jpg,138790,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4302.jpg,37650,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4318.jpg,134739,800,483,1.6563147,0.3864,JPEG,RGB,TRUE,Adobe Photoshop 7.0,,real
E:\Project\Fake News Detection\images\real\432.jpg,42605,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\4324.jpg,184727,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\433.jpg,40110,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\4333.jpg,85742,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\434.jpg,70382,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4350.jpg,76082,1000,600,1.666666667,0.6,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4357.jpg,347248,800,483,1.6563147,0.3864,JPEG,RGB,TRUE,Adobe Photoshop 7.0,,real
E:\Project\Fake News Detection\images\real\4359.jpg,80268,800,483,1.6563147,0.3864,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\436.jpeg,100310,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4360.jpg,162445,800,483,1.6563147,0.3864,JPEG,RGB,TRUE,Adobe Photoshop 7.0,,real
E:\Project\Fake News Detection\images\real\439.jpeg,143262,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4391.jpg,59558,800,485,1.649484536,0.388,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4392.jpg,108196,800,483,1.6563147,0.3864,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4415.jpg,296252,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4423.jpg,431545,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4434.jpg,457246,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4438.jpg,270666,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4444.jpg,402737,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4448.jpg,406654,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4454.jpg,360021,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4455.jpg,477338,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4456.jpg,277787,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4472.jpg,179251,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\45.jpg,173672,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4503.jpg,357505,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4509.jpg,261377,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4516.jpg,374895,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\452.jpg,53261,800,420,1.904761905,0.336,JPEG,RGB,TRUE,Adobe Photoshop 24.7 (Windows),,real
E:\Project\Fake News Detection\images\real\4521.jpg,239988,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4528.jpg,298945,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4532.jpg,335897,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4541.jpg,340170,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4556.jpg,419201,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4557.jpg,325813,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4559.jpg,299269,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4573.jpg,490040,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4577.jpg,457270,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4582.jpg,259972,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4587.jpg,602717,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4590.jpg,408050,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4592.jpg,341503,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4595.jpg,535485,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4598.jpg,318564,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\46.jpg,175120,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4610.jpg,374562,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4611.jpg,446410,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\464.jpg,70628,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\4642.jpg,360842,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4662.jpg,327876,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4664.jpg,329555,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4668.jpg,189884,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4684.jpg,421104,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4688.jpg,479041,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4691.jpg,382564,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4697.jpg,326310,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4709.jpg,480442,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4723.jpg,432521,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4739.jpg,350888,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\474.jpg,75917,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\4756.jpg,442104,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4761.jpg,228045,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4773.jpg,240204,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4776.jpg,386733,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\478.jpg,65539,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\4789.jpg,483008,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4790.jpg,374384,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4791.jpg,306705,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\480.jpg,143444,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4800.jpg,440904,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4806.jpg,359695,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4820.jpg,390539,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4828.jpg,354313,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4834.jpg,373158,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4837.jpg,419428,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\484.jpg,157719,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\4844.jpg,461060,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4847.jpg,490132,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4860.jpg,525450,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4866.jpg,232124,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4876.jpg,351565,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4901.jpg,408815,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4904.jpg,369804,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4905.jpg,314187,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4911.jpg,511613,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4921.jpg,496612,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4927.jpg,410859,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4935.jpg,380932,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4962.jpg,308735,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\497.jpg,205298,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4972.jpg,401235,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4974.jpg,255699,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4979.jpg,374689,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4990.jpg,337204,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\4994.jpg,380981,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5.jpg,59878,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5003.jpg,364706,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5009.jpg,301828,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5017.jpg,289199,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\502.jpg,63228,800,420,1.904761905,0.336,JPEG,RGB,TRUE,none,,real
E:\Project\Fake News Detection\images\real\5034.jpg,383731,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5054.jpg,400975,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5055.jpg,430807,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5057.jpg,298776,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5081.jpg,500099,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5084.jpg,458120,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5088.jpg,341442,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5105.jpg,414617,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5109.jpg,27374,600,600,1,0.36,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5112.jpg,370905,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\512.jpeg,115816,800,420,1.904761905,0.336,JPEG,RGB,FALSE,none,,real
E:\Project\Fake News Detection\images\real\514.jpg,42757,800,420,1.904761905,0.336,JPEG,RGB,TRUE,Adobe Photoshop CS6 (Windows),,real
E:\Project\Fake News Detection\images\real\5148.jpg,429911,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5157.jpg,269613,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\516.jpg,56664,800,420,1.904761905,0.336,JPEG,RGB,TRUE,Adobe Photoshop CS6 (Windows),,real
E:\Project\Fake News Detection\images\real\5162.jpg,250966,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5166.jpg,418593,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5180.jpg,588506,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5184.jpg,450105,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\519.jpg,66180,800,420,1.904761905,0.336,JPEG,RGB,TRUE,Adobe Photoshop CS3 Windows,,real
E:\Project\Fake News Detection\images\real\5212.jpg,473923,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5219.jpg,339734,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5227.jpg,533680,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5228.jpg,539732,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5231.jpg,346614,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5233.jpg,431724,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5241.jpg,538048,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5258.jpg,302897,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5260.jpg,262797,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5268.jpg,413586,700,365,1.917808219,0.2555,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5292.png,843018,976,546,1.787545788,0.532896,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5297.png,294146,732,412,1.776699029,0.301584,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5298.png,666251,735,418,1.758373206,0.30723,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5300.png,1111504,883,583,1.51457976,0.514789,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5302.png,1234796,980,732,1.338797814,0.71736,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5305.png,1149035,1046,722,1.448753463,0.755212,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5308.png,608245,814,840,0.969047619,0.68376,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5311.png,721674,766,399,1.919799499,0.305634,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5314.png,787605,771,483,1.596273292,0.372393,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5331.png,444931,736,507,1.451676529,0.373152,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5344.png,1180127,1235,688,1.79505814,0.84968,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5347.png,1667260,1239,690,1.795652174,0.85491,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5348.png,917926,1056,587,1.798977853,0.619872,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5369.png,537739,770,481,1.600831601,0.37037,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5370.png,666679,743,518,1.434362934,0.384874,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5374.png,319767,771,480,1.60625,0.37008,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5379.png,430259,766,482,1.589211618,0.369212,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5380.png,407901,766,475,1.612631579,0.36385,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5386.png,895299,768,488,1.573770492,0.374784,PNG,RGBA,FALSE,none,,real
E:\Project\Fake News Detection\images\real\5387.png,758633,773,480,1.610416667,0.37104,PNG,RGBA,FALSE,none,,real
