image_path,label,split,cisf_neighbour_mean_similarity,cisf_neighbour_max_similarity,cisf_fused_pca_00,cisf_fused_pca_01,cisf_fused_pca_02,cisf_fused_pca_03,cisf_fused_pca_04,cisf_fused_pca_05,cisf_fused_pca_06,cisf_fused_pca_07,cisf_fused_pca_08,cisf_fused_pca_09,cisf_fused_pca_10,cisf_fused_pca_11,cisf_fused_pca_12,cisf_fused_pca_13,cisf_fused_pca_14,cisf_fused_pca_15,cisf_fused_pca_16,cisf_fused_pca_17,cisf_fused_pca_18,cisf_fused_pca_19,cisf_fused_pca_20,cisf_fused_pca_21,cisf_fused_pca_22,cisf_fused_pca_23,cisf_fused_pca_24,cisf_fused_pca_25,cisf_fused_pca_26,cisf_fused_pca_27,cisf_fused_pca_28,cisf_fused_pca_29,cisf_fused_pca_30,cisf_fused_pca_31
E:\Project\Fake News Detection\images\real\1853.jpg,real,test,0.595441639,0.746901274,-0.112097681,-0.069979511,0.001991995,0.052833967,-0.04098187,0.081274025,0.063421935,-0.165378794,-0.14069815,-0.02415877,0.016751366,-0.005890347,0.097516984,0.119793981,0.180605933,0.002222346,-0.048835885,0.023551911,-0.079468064,0.047553211,0.115442559,0.063405856,0.029577017,-0.060494699,0.050516739,-0.065643132,0.062739499,-0.11595507,-0.066613987,0.02197681,0.113713302,-0.022056043
E:\Project\Fake News Detection\images\real\1857.jpg,real,train,0.50242573,0.508681834,-0.010433469,0.26146099,0.146598354,0.006342403,0.047474939,0.027053598,0.051153075,-0.005951115,-0.192665637,0.002749857,0.175549984,0.051296089,-0.131284609,-0.070455581,-0.062312335,0.041718241,-0.153837636,0.109978884,-0.04540804,-0.028180286,-0.201055244,0.032748304,-0.091642261,0.10970927,0.077442788,-0.100349404,-0.048100676,0.027433962,0.01803956,-0.033338517,0.049016286,0.073535323
E:\Project\Fake News Detection\images\real\1859.jpg,real,train,0.637960494,0.662977815,-0.111588225,-0.181964099,0.081046872,0.248311624,-0.076082066,0.091496587,-0.011291848,-0.145092398,0.117523104,-0.133340195,-0.045333393,0.113248914,0.041216284,-0.01263337,-0.065587103,0.00368918,-0.023883566,0.039144661,0.007078919,-0.06829913,-0.00279572,-0.013048271,0.036536697,0.138627157,-0.02361048,0.016758483,-0.074241683,-0.030150916,-0.040476095,-0.097396068,0.031051777,0.030212695
E:\Project\Fake News Detection\images\real\1861.jpg,real,test,0.624104857,0.638460994,-0.090112306,-0.003570564,0.131054491,0.031973153,-0.035270736,0.012644954,0.071917102,-0.055054717,-0.173159167,-0.065807439,-0.152114674,-0.178323239,0.06166428,-0.036333632,-0.172986805,0.050179932,0.08035855,0.042631164,0.072173461,0.052400839,0.099885091,-0.03092324,0.158762231,-0.030458789,-0.002405669,-0.000567399,-0.067051083,-0.044943184,-0.020578697,-0.023599053,0.035983715,-0.090215407
E:\Project\Fake News Detection\images\real\1872.jpg,real,train,0.745604873,0.80154866,-0.271449685,-0.015497988,0.136598587,-0.155435055,-0.135252535,0.038980544,-0.024518665,0.158336639,-0.144780248,-0.040182475,-0.257846594,-0.260677069,-0.08637248,-0.116564676,-0.044966117,0.036815554,0.01151113,-0.076404251,0.045362718,0.061221056,0.066423483,-0.033067957,0.007485311,0.049124785,-0.066465557,0.057609353,-0.015267865,0.135358334,0.05941708,0.048493054,-0.085571468,-0.003832821
E:\Project\Fake News Detection\images\real\1907.jpg,real,train,0.709404826,0.817100644,0.004095634,0.076741256,-0.435476243,-0.131415889,-0.1509303,-0.138189062,-0.038312506,0.125269488,0.055273019,-0.036729347,-0.057023052,0.074272789,0.242779791,-0.103229843,-0.077562608,0.080624856,0.001727753,-0.137250826,-0.078747004,-0.068982378,-0.072708026,0.008421515,-0.065282114,0.129035249,-0.006858192,0.096830875,0.092047378,-0.140103877,0.010421738,0.003404952,-0.006766618,-0.021328807
E:\Project\Fake News Detection\images\real\1925.jpg,real,train,0.819283843,0.83610034,-0.166378647,-0.375140339,-0.077605002,-0.111070134,-0.261260778,0.035972599,-0.149699613,-0.093455829,0.068470001,0.044826806,0.101044811,0.029853415,-0.043423258,0.036266919,-0.01526332,-0.058406144,0.054172859,0.062208351,0.012708672,-0.077280059,-0.046266913,-0.055238385,-0.01316241,0.018251307,0.034697972,0.05654221,-0.016207313,0.030084357,0.012109009,-0.0540075,-0.039960712,-0.040662546
E:\Project\Fake News Detection\images\real\1930.jpg,real,test,0.672296882,0.727575183,-0.264389962,-0.076203384,0.010654062,0.093396097,-0.020912435,-0.02180035,-0.138064623,0.137160048,-0.063936993,0.014205866,-0.193288356,0.014684923,-0.190184414,-0.025880639,0.03032155,-0.271951079,-0.037769657,-0.025641724,-0.079162724,0.007025449,0.125684693,0.014834248,-0.111564517,0.060842652,-0.000848586,-0.0025215,0.06860017,0.021284565,0.034212202,-0.029421272,-0.027651839,0.088095233
E:\Project\Fake News Detection\images\real\1933.jpg,real,train,0.781451285,0.791813135,0.041207097,0.087863021,-0.063133568,0.119635336,-0.095185101,-0.079059191,0.120156057,-0.180374354,0.124978513,-0.163045362,-0.116142064,0.202455834,0.003004519,-0.141640007,-0.116751961,-0.130303666,-0.164020449,0.062376052,0.120844685,-0.102758408,-0.041758362,0.008991003,0.030341178,-0.109308794,-0.004068976,0.022056816,-0.01548574,-0.098709919,0.126367941,0.047685117,0.007009069,0.117790364
E:\Project\Fake News Detection\images\real\1959.jpg,real,test,0.940590501,0.981328845,-0.470833153,0.127882421,0.232301086,-0.306022912,0.033906221,0.022668114,-0.084687486,0.195804104,0.203017384,-0.285872877,0.17544426,0.009982988,0.118882611,0.176528558,0.009658456,0.004031429,0.090584591,0.031978339,0.09790498,0.0266864,-0.017756306,0.022535577,0.019490682,0.038115643,0.032790177,-0.018371031,0.037244312,0.071415022,0.051752903,-0.014261341,0.01256565,0.05099747
E:\Project\Fake News Detection\images\real\1965.jpg,real,train,0.689318538,0.735321522,-0.103422225,0.345900625,-0.292236775,0.109952837,0.130003929,0.130860761,0.002252235,-0.010507938,-0.092366487,0.024116285,0.168207541,-0.047315303,-0.062613435,0.002740872,-0.09687306,-0.151316002,0.076322503,-0.052714784,0.048916724,-0.042005099,0.037296485,0.045908775,-0.043756809,0.054816801,-0.070725337,0.009055126,0.057460934,-0.166551158,0.019942796,-0.009196375,0.001714146,-0.02188205
E:\Project\Fake News Detection\images\real\1979.jpg,real,test,0.577301621,0.665052056,0.055846468,0.154635251,0.126823038,0.075662255,0.038685121,-0.108645894,0.042634048,-0.02463185,-0.120131135,0.001128577,0.094266951,0.028029405,-0.036687572,0.147241458,-0.139609173,-0.078532726,-0.0177816,0.050394446,-0.014946744,0.018828899,-0.251564413,0.093017727,0.023965053,0.09981034,0.105698548,-0.099373639,-0.076389618,-0.054764032,-0.003351815,0.049869966,0.091303527,-0.068621688
E:\Project\Fake News Detection\images\real\1986.jpg,real,train,0.732343078,0.740323424,0.159194618,0.050697669,0.208404928,0.114410423,-0.258397698,0.000529089,0.275883764,0.122898974,0.182463139,0.025665184,-0.009499877,-0.107746385,0.029888025,-0.098342158,0.00415164,0.139114723,0.131673843,0.041781809,0.046224516,0.065077506,0.031336937,-0.057922043,0.127712235,0.021501377,0.024452243,0.058436833,-0.016188651,-0.113002606,0.009609348,0.059667755,0.074877888,0.032194622
E:\Project\Fake News Detection\images\real\1988.jpg,real,train,0.814861894,0.843457758,-0.392893612,0.133394882,0.251914203,-0.245743558,0.084779806,0.045283005,-0.066203684,0.075394288,0.039010819,-0.151167735,0.188238055,-0.025033042,0.210297301,0.14764598,-0.057416487,-0.033267766,0.034608301,0.093084849,0.047929667,-0.049332473,-0.03848049,0.035690989,0.07766892,-0.01824853,-0.043046672,0.052014939,0.051005211,0.045997243,-0.058301054,-0.058712773,-0.042553116,-0.020903597
E:\Project\Fake News Detection\images\real\1989.jpg,real,train,0.69411993,0.812011838,-0.15555796,0.21815443,-0.271112144,-0.012618621,0.076163813,-0.052972835,0.084823884,-0.199716583,0.047828499,-0.136600599,0.136039466,-0.12966758,-0.123906747,-0.168432832,0.23450847,0.039085064,0.035113059,0.053210605,-0.107448116,-0.129443422,0.054529902,0.096841767,0.149076849,-0.08541397,-0.050072894,0.073885031,0.038229272,-0.025672479,0.022117667,0.031440824,-0.016534396,-0.004292989
E:\Project\Fake News Detection\images\real\1990.jpg,real,train,0.817889869,0.863482118,0.15620701,-0.414753318,0.063160196,-0.122126281,-0.146710843,-0.017729243,-0.130836949,-0.132773161,0.002809211,0.018309887,0.140623778,0.036853146,-0.09740635,-0.043277815,0.019937128,-0.009594508,-0.000873053,-0.039720684,0.002625753,0.006674021,0.018138282,0.070408523,0.001434513,-0.061341811,0.091818973,0.001684135,-0.04846264,-0.03455618,0.024830282,0.061619807,-0.033041213,-0.008230981
E:\Project\Fake News Detection\images\real\2001.jpg,real,train,0.673243701,0.769815803,-0.161252007,0.036532089,0.118126303,0.030538371,0.105132073,-0.177489191,-0.089327045,-0.067297958,-0.052806292,-0.132502034,0.082199514,-0.056926746,0.123661086,0.125971317,-0.12652564,0.162455186,-0.0754297,0.017384244,0.182798892,0.042411774,0.001552325,0.076921515,0.123473793,0.079422675,0.022044398,-0.037515584,0.054148111,0.089173019,-0.024586825,-0.106343806,0.048641048,-0.017098708
E:\Project\Fake News Detection\images\real\2014.jpg,real,train,0.547692478,0.558149755,-0.175077289,0.04267139,0.095839381,-0.077824675,-0.070013605,-0.114087068,-0.035612542,-0.122851118,-0.100124501,0.065498598,-0.065916091,0.072573364,0.076833785,0.181361035,-0.013784039,0.184492826,-0.04506626,-0.062734008,0.019730771,0.057395589,-0.096857309,-0.046541158,0.156988084,0.133765861,0.023296949,-0.061928567,0.011269766,0.012408051,0.091340892,0.021216383,0.006085048,-0.056723487
E:\Project\Fake News Detection\images\real\2023.jpg,real,train,0.68992126,0.75170958,-0.40115273,0.001736501,0.247513428,-0.130039424,-0.205291227,0.164133862,0.09212333,0.117817231,-0.08121831,0.045307525,-0.140497804,-0.01454502,-0.14332889,-0.042279787,-0.070081986,0.021099813,0.020838039,0.088228859,-0.02863265,0.054636065,-0.012261043,-0.01789288,-0.066262171,0.070005134,0.005600146,0.094888188,-0.044641972,-0.01237767,0.002261719,0.000177985,0.015470795,-0.074943416
E:\Project\Fake News Detection\images\real\2025.jpg,real,train,0.824715972,0.850378096,0.216970623,0.187591359,-0.006195514,0.017401846,-0.017760979,-0.08401496,-0.000798286,0.073732339,-0.274963319,-0.062757105,0.106985152,0.040093236,-0.103763297,-0.075050153,-0.017684029,0.033591066,0.064847767,0.129364625,0.095673293,0.009694007,-0.177791193,0.02823635,-0.143643841,0.021771068,0.144670457,0.025231827,-0.085346013,0.048354901,-0.00368425,-0.023815667,0.094401434,-0.047040127
E:\Project\Fake News Detection\images\real\203.jpg,real,train,0.577095509,0.590064883,-0.110688224,0.019437181,0.045780502,0.032812528,-0.006767662,0.082511686,-0.105648391,-0.045143373,-0.032133695,-0.148175314,0.052357782,-0.052063007,0.074383818,-0.016560247,0.021382108,-0.022434048,0.117840044,0.099859655,-0.053949594,0.050657138,0.018297249,0.000424443,0.031589314,-0.096476212,-0.043006118,-0.005771411,0.009654845,-0.042539392,0.042391688,-0.103618808,0.083255194,-0.075772591
E:\Project\Fake News Detection\images\real\2031.jpg,real,train,0.612523198,0.656076491,-0.154245555,0.199648634,-0.233806327,-0.091914676,0.071647853,0.071468413,0.044360068,0.026658203,-0.156398341,0.061228164,-0.057444543,-0.065880805,-0.067937873,-0.048502877,0.162417144,0.009148853,-0.093852572,0.131033123,-0.044553686,0.083148442,-0.04476767,-0.155083597,-0.000982108,-0.091714002,0.066738434,-0.091798723,0.002863472,-0.048906844,-0.03069837,-0.01671323,-0.022806492,0.038599718
E:\Project\Fake News Detection\images\real\2034.jpg,real,train,0.878935814,0.985999227,0.251945287,0.004664845,0.134978384,0.212414399,-0.295291126,-0.046890505,0.273404747,0.155509934,0.044997875,-0.035282891,0.022362351,-0.207238197,-0.014922924,-0.076110624,0.029765464,0.05175953,0.126288846,-0.037880812,0.114965461,0.124929778,-0.001841839,-0.076007918,0.151764601,0.038140912,0.02223669,0.060714185,0.071833104,-0.076915905,-0.017592367,0.046165589,0.0674242,0.026351269
E:\Project\Fake News Detection\images\real\2043.jpg,real,test,0.759745002,0.828533947,0.052301735,-0.157608747,-0.338468045,-0.098374292,0.178355977,-0.01160402,0.071406364,0.203228503,0.011117799,0.112447307,-0.082577884,0.075168602,0.061096031,-0.045232456,0.071298584,0.014107946,-0.012132946,0.119077608,0.075262547,-0.01062697,0.050601613,0.077466831,-0.115009874,-0.001026381,-0.060463548,-0.035951719,-0.055010289,-0.045716375,-0.055427864,0.052779447,0.02984602,-0.035739996
E:\Project\Fake News Detection\images\real\2047.jpg,real,train,0.817579389,0.85643959,0.116491079,-0.36546877,0.166959152,0.337354392,0.017917732,-0.09219002,-0.106072962,0.093506664,-0.02898787,-0.072296992,0.071390532,0.007538117,-0.056004878,0.056307338,0.038741902,-0.089785993,-0.048968334,-0.085900739,-0.011354102,0.050615735,-0.06488207,0.081390984,0.046121962,-0.083027385,0.026404142,0.052136511,0.074310109,-0.068275489,0.051825941,0.006471538,-0.037040684,0.004368391
E:\Project\Fake News Detection\images\real\2053.jpg,real,test,0.804336667,0.839642107,0.333437115,0.219682217,0.129986703,0.004599564,0.054820936,-0.047821991,-0.10950008,0.018043658,0.008007129,-0.018043449,0.141379103,0.013325654,0.000605922,-0.013652544,0.013285413,-0.06670408,-0.109933689,0.090955481,-0.04797183,0.110709585,0.145846575,0.067763455,-0.009882838,0.088381179,-0.074109994,-0.004300907,0.013508432,0.015969232,-0.038150907,0.084803164,-0.062267967,-0.005201936
E:\Project\Fake News Detection\images\real\206.jpg,real,train,0.588258862,0.601440609,-0.212664694,0.14480345,-0.109907873,-0.069619097,-0.063722387,-0.07279636,0.021387797,0.005766524,-0.116694443,-0.025317594,-0.020860722,-0.098359197,-0.04634748,-0.012333339,0.039540511,-0.043965109,-0.058937225,0.030523868,-0.057517018,0.044234201,-0.061447617,-0.036003321,-0.014463359,-0.004229723,-0.033090953,-0.096163385,0.001152455,-0.080369234,-0.037764654,-0.01147569,0.010328271,-0.086624339
E:\Project\Fake News Detection\images\real\2067.jpg,real,train,0.671008945,0.732199669,-0.255247325,0.059985522,0.254318714,-0.084896453,-0.044552214,-0.050056431,0.015484496,0.159734428,0.128956899,0.049428985,-0.044220988,0.000580368,-0.116733536,-0.107643016,-0.061705962,-0.074687541,-0.159824401,-0.018778909,-0.072700746,0.022731541,-0.055048317,-0.029662816,0.018822912,0.097211316,-0.074086554,-0.048523553,-0.025581663,0.021822615,-0.008625043,-0.136013553,-0.065966249,0.013135444
E:\Project\Fake News Detection\images\real\2098.jpg,real,train,0.684793472,0.707950711,-0.285055339,0.002907946,0.238544211,-0.090139054,-0.028519148,0.130541191,0.083330832,0.010104449,-0.082806498,0.088047534,-0.038127057,-0.03171109,0.033151925,-0.081021294,0.047927164,-0.114222668,0.021357844,-0.000116989,0.081226073,0.055607725,0.069125012,-0.005471261,0.039861053,0.01164799,0.025673237,0.094080761,-0.092148095,-0.175718039,-0.098601177,-0.006883348,-0.077191621,-0.130453661
E:\Project\Fake News Detection\images\real\210.jpeg,real,train,0.613508582,0.647567034,-0.347693592,0.048710041,0.156318665,-0.306913048,-0.154677659,0.125644222,-0.102625482,0.189229876,0.137842298,-0.242880896,0.03558943,0.049161386,5.06E-05,0.043695338,0.125905082,-0.083908454,0.179919079,0.003534825,-0.02978841,0.082133949,0.031101268,-0.024834931,-0.026054414,-0.018723216,0.035964739,0.02795166,-0.002881679,0.031620674,0.035070501,0.03406658,0.030758472,-0.007690794
E:\Project\Fake News Detection\images\real\2106.jpeg,real,train,0.754437804,0.822884262,-0.04139154,0.304870814,-0.340859592,0.17138727,-0.016813807,0.168945208,-0.101086378,0.11481902,0.123303898,0.023026284,0.149557129,-0.044720635,0.045857705,0.046321884,-0.019929998,0.13157554,-0.038227294,-0.116713561,-0.06411209,0.01105353,0.053794991,0.085166983,0.017745636,0.021121079,-0.00826202,0.049937949,0.000985348,-0.029194063,-0.014533267,0.037177272,-0.004473996,0.078621678
E:\Project\Fake News Detection\images\real\2110.jpg,real,test,0.756011784,0.759239018,-0.013828069,-0.289307594,-0.15517801,0.306609809,-0.157807797,0.033258609,-0.158736423,-7.80E-05,-0.093455017,-0.082086287,0.032759383,-0.0302931,0.125186205,-0.018453207,0.074353412,-0.006271056,0.024408527,-0.006348655,-0.101267852,0.003016707,0.048180185,-0.036290228,0.037439793,0.07798548,0.016289409,-0.059047878,-0.010456331,0.053116396,-0.048675753,0.115694299,0.074414268,0.027162071
E:\Project\Fake News Detection\images\real\2118.jpg,real,train,0.771092117,0.789582968,0.355511725,0.245883524,0.158557802,-0.06234837,0.000691471,0.086458303,-0.235692456,-0.070624612,0.069811702,0.058995847,-0.036666095,-0.024545381,-0.012699774,-0.088974983,0.120903127,-0.038510893,-0.018602764,0.063767761,0.005061849,-0.057412684,-0.004565441,0.056888953,-0.001316805,-0.011778682,0.001705496,0.010121352,0.13226077,-0.02553007,-0.083924167,0.046181578,0.055645078,0.002521019
E:\Project\Fake News Detection\images\real\2140.jpg,real,train,0.603923142,0.653126955,-0.293537289,0.06510637,0.186464012,-0.042127572,-0.148419976,0.120335184,0.149173081,0.118957572,-0.032530546,0.091564693,-0.165654525,-0.074952744,-0.085079923,-0.155420929,-0.00850023,-0.121947087,-0.085696623,-0.009344198,0.073674783,0.065836214,0.035916191,-0.106984094,0.119925156,0.052555852,0.060416907,0.061805554,-0.022214811,0.001796421,0.072380073,-0.043097999,0.03498026,0.028994288
E:\Project\Fake News Detection\images\real\2147.jpg,real,test,0.754057646,0.776532292,-0.185687512,-0.17974624,0.016297273,0.348501533,-0.140498355,0.121361375,-0.047179133,0.064292729,0.0496899,-0.042276546,0.049188804,0.055574052,-0.043050636,-0.02051748,0.014816016,0.017520562,-0.043704178,-0.013593011,-0.028337464,-0.098537333,0.056396432,-0.041755103,0.019284643,-0.033416074,0.077075295,-0.0309432,-0.002091043,0.08365947,-0.043257192,0.012660991,-0.028677687,0.024114143
E:\Project\Fake News Detection\images\real\2149.jpg,real,train,0.755499899,0.824270248,-0.068792574,0.311225891,-0.321396083,0.266888469,0.025717808,0.098698929,0.005174481,0.160327733,0.165960491,0.050962083,0.090112515,-0.143837824,-0.067349412,-0.016597159,0.044862535,0.057388604,-0.03876115,-0.096399039,0.007012917,-0.037921108,-0.07099805,0.115614831,-0.034266051,-0.021236252,-0.100359164,0.069354467,0.009248358,-0.029560825,0.060179211,0.012890107,0.001602979,-0.081252463
E:\Project\Fake News Detection\images\real\215.jpg,real,train,0.910599113,0.942048967,0.045709573,-0.393552542,-0.217146635,0.032950517,-0.240888804,0.041761797,-0.195935667,-0.052725021,-0.089542948,-0.02171261,0.045631908,-0.069198832,0.084225364,-0.039049778,0.034906846,-0.069535181,-0.017380834,0.037442878,-0.008699315,0.013042441,0.030224545,-0.026816491,-0.06426584,0.08574646,0.010216532,-0.045505822,-0.058019727,0.066097394,0.011735939,0.083673455,0.082936473,0.063376606
E:\Project\Fake News Detection\images\real\2161.jpg,real,train,0.727777898,0.747129202,0.165769145,0.108020805,0.178036109,0.004845846,-0.28355515,-0.065719798,0.297181696,0.058942623,-0.115127996,-0.119881436,-0.032326352,-0.016533788,0.01128047,-0.003342927,-0.054158352,0.011195552,0.039871573,0.051591583,0.017043464,0.030865589,0.075252183,-0.017061306,0.027651841,-0.028608993,0.053500853,0.026162414,0.021652354,-0.035083629,-0.005602566,0.079772271,-0.037487864,-0.086167127
E:\Project\Fake News Detection\images\real\2163.jpg,real,test,0.757700145,0.798138559,-0.079625264,0.274599671,-0.382666647,0.109748751,0.084124759,0.000552431,0.024168829,-0.0533344,-0.022151455,0.008461747,0.089411438,-0.024510458,0.028864782,0.059600469,-0.058931172,-0.064569071,-0.023981649,-0.008378461,0.042310499,0.081413753,-0.066502914,0.053257085,0.025897048,-0.04207889,0.032968983,0.033117719,0.009772487,0.079342172,-0.046064593,0.001481978,-0.097834505,0.067678049
E:\Project\Fake News Detection\images\real\2166.jpg,real,train,0.546063483,0.553586066,0.04827458,0.010223533,-0.051842868,0.041559022,0.040157985,0.101512112,0.058485478,-0.148751095,-0.157668918,-0.020924944,-0.068030871,-0.06063769,0.016517201,-0.015369932,0.081687696,0.09312433,-0.088351771,0.103911124,-0.020839809,0.006301287,0.017482392,0.029438009,0.011738202,0.110127129,0.113127731,-0.025862454,-0.008183219,0.012593331,-0.045053933,0.044985227,0.039022852,0.011137305
E:\Project\Fake News Detection\images\real\2175.jpg,real,train,0.905665398,0.96469301,0.245676562,0.186290175,0.030307867,0.069681503,0.064907543,-0.16454415,0.052237537,0.106110841,-0.284310132,-0.038169999,0.197808921,-0.006158208,-0.081527621,-0.026515782,-0.099644318,-0.067480788,-0.003395669,0.080847792,0.145586625,-0.023926051,-0.200256988,0.107158929,-0.123224795,0.015523944,0.139252111,0.012589986,-0.0460498,0.040251687,0.060773868,0.023262497,0.006297274,0.027698252
E:\Project\Fake News Detection\images\real\2178.jpg,real,train,0.669936836,0.763837218,-0.164877653,0.040466674,0.125658378,0.085583881,0.100758925,-0.103969626,-0.060275394,-0.171484038,-0.111941911,-0.109781355,0.100132756,-0.067365155,0.097556666,0.187777951,-0.141300604,0.024590079,-0.134416342,0.068790317,0.134443983,0.046064973,-0.06240752,0.099955074,0.096990712,0.042252686,-0.033005163,-0.030930147,-0.019145118,0.073776074,-0.086274162,-0.065395944,0.078293495,0.035870295
E:\Project\Fake News Detection\images\real\218.jpg,real,train,0.796234488,0.801211357,-0.12605305,-0.378235787,-0.060501199,-0.069044746,-0.224675849,0.025889687,-0.075974181,-0.224345893,0.075857304,0.086500555,0.077419028,0.083909363,-0.032687929,0.018335212,0.015702002,-0.030533886,-0.029774787,-0.017834187,0.094054893,-0.058924764,-0.002444562,0.028870465,0.084924594,0.064890958,0.026235433,-0.009131375,-0.083281629,0.072678491,-0.013424032,0.010489133,0.027245086,-0.065174691
E:\Project\Fake News Detection\images\real\219.jpeg,real,train,0.757857144,0.798930407,-0.248426229,-0.274738729,0.062827557,-0.195041254,-0.247737318,0.144930661,-0.140763685,0.072641276,0.079572357,-0.088249005,0.163416833,-0.004803206,0.006745023,0.072785236,0.066206954,-0.050296001,0.084710009,0.0348363,-0.017109327,-0.122120827,-0.008277976,-0.013968663,-0.019601705,-0.023369536,-0.004209182,0.073520005,0.0496362,0.020616055,0.054973342,-0.019974397,-0.050324041,-0.053624138
E:\Project\Fake News Detection\images\real\2190.jpg,real,train,0.671735466,0.727281988,0.024359846,-0.032454286,0.079441696,0.044357684,0.021922439,-0.242587328,-0.130105019,0.021521108,-0.003908667,0.09025453,-0.143142581,0.182202324,-0.042730439,0.035999987,0.09303695,-0.188107729,0.091572911,0.040821411,-0.059516698,0.070585869,0.069792144,-0.059567701,0.081850968,0.046207257,0.00564955,0.014230968,0.103064708,-0.102849431,-0.038844515,-0.059671413,0.090567,0.120647341
E:\Project\Fake News Detection\images\real\2197.jpg,real,test,0.668413937,0.997093797,-0.149936497,0.040968202,-0.005110919,-0.048470821,-0.058556963,-0.144594252,0.042554423,-0.109977476,-0.164101005,0.063116796,-0.078905635,0.036923498,0.004766471,0.070714056,0.024157021,0.032866791,-0.048691083,0.020584553,-0.017909892,-0.084879778,0.015766969,0.040529367,0.057310015,0.018537709,0.044740573,-0.061835602,-0.001004808,0.014983922,0.067404509,0.064785115,-0.007771082,-0.138337404
E:\Project\Fake News Detection\images\real\2200.jpg,real,train,0.537082076,0.58968091,-0.086832792,-0.003710771,0.013140533,0.085468136,0.030803071,-0.121134318,-0.047761604,-0.09722697,-0.153156951,0.022182152,-0.067571983,-0.086155444,0.023864625,0.107495859,0.02799426,0.087811075,-0.067184024,-0.048740156,0.040848166,0.131125808,-0.026585735,-0.0376716,0.054626122,0.08285296,0.131590024,-0.000796508,0.058091883,-0.005524375,-0.14576754,0.030826218,0.045279894,-0.023253268
E:\Project\Fake News Detection\images\real\2202.jpg,real,train,0.680697322,0.705292821,-0.047533393,-0.040596329,-0.036476046,0.156870753,0.015709216,-0.240502641,-0.117523745,-0.055805862,-0.111498624,-0.012364252,-0.13959305,-0.051192518,-0.04587866,0.128188774,0.085050046,0.019100234,-0.000418627,-0.032805312,0.130203947,0.083249487,0.042274781,0.012731436,0.084023006,0.051183384,0.074086413,0.017973864,0.148363858,0.050639421,-0.058822244,0.049055062,-0.032045573,0.019385951
E:\Project\Fake News Detection\images\real\2212.jpg,real,test,0.734942615,0.739906192,-0.145819828,-0.362763256,-0.108211748,-0.057458434,-0.244800508,0.010379573,-0.159164503,-0.061046548,-0.035769232,-0.009923164,0.08143086,-0.020777605,-0.021868601,-0.01469427,0.042948224,-0.025363743,0.040238965,0.089493975,0.050500587,0.026715089,0.015462185,0.039606191,-0.06756027,0.022248788,-0.038457178,0.019529294,0.038253151,-0.04794535,-0.046970353,-0.030416287,-0.045422487,-0.035875268
E:\Project\Fake News Detection\images\real\2215.jpg,real,train,1,1,-0.26851663,0.114649788,0.133650616,-0.143392667,-0.092368647,-0.021572933,0.071131587,-0.039837986,-0.108373918,-0.003792011,-0.146256149,0.146992743,0.066417485,0.166734353,0.064004868,-0.003144559,0.065542452,0.05869405,-0.09903758,-0.084935263,-0.044495225,0.197933897,0.146658093,0.220671639,0.006129806,0.056840107,-0.345948398,-0.137542054,-0.054276347,0.196537241,-0.132353216,0.010871964
E:\Project\Fake News Detection\images\real\2231.jpg,real,train,0.765296698,0.973677635,0.166880459,-0.25344047,-0.002014134,0.031672668,-0.133425668,-0.15921703,-0.08919204,0.03650073,-0.011616104,0.004798691,0.077775098,0.071682148,0.01892345,-0.004446199,-0.007371981,-0.205822587,0.041970618,0.031880163,-0.072705343,0.145311087,-0.055198696,0.012090975,0.067691311,0.027278842,-0.011901487,-0.031661745,0.042587254,-0.087832041,0.011809072,0.030262338,0.051937632,-0.012933201
E:\Project\Fake News Detection\images\real\2240.jpg,real,train,0.739690483,0.787400842,0.131057903,0.06893684,0.152092576,0.064972691,0.070488289,-0.18473956,-0.03592021,0.053573839,-0.138403058,0.042074636,-0.140095979,0.138023019,-0.067201413,0.008865265,-0.103280574,-0.162726372,0.129285425,-0.098756224,-0.048910372,0.038866136,0.051063862,0.059919212,0.169980854,-0.220218703,-0.057975154,0.100024238,-0.142997622,0.038979668,-0.055460375,0.112985604,0.006952383,-0.088998839
E:\Project\Fake News Detection\images\real\2256.jpg,real,train,0.644455791,0.712794065,-0.074028298,0.124825552,0.208901033,-0.029298807,0.020662712,-0.007989385,0.166509584,-0.117849812,-0.04806187,0.268813968,0.155529633,0.088892415,0.21619761,-0.074534334,0.165387779,0.068799756,0.097001329,-0.027358314,0.193290144,0.02463511,0.194514006,0.116553307,-0.044862781,-0.037128337,0.073063418,-0.013722656,0.005848002,-0.058715254,0.005437249,-0.045489658,0.070243254,0.052258205
E:\Project\Fake News Detection\images\real\2261.jpg,real,train,0.816089511,0.829927564,-0.474682003,0.111912683,0.255002171,-0.294336677,0.032164104,0.088621125,-0.062674426,0.20074603,0.061534356,-0.234295905,0.167940885,-0.081341535,0.12079747,0.118834145,0.025186345,-0.084376052,0.09402322,0.056774974,0.051485434,-0.001603472,-0.045610931,0.017155623,0.041348543,0.027169174,0.01140882,0.03422334,0.081225418,0.020133991,0.006765073,0.004186962,-0.031948235,0.000188892
