source,normalized,error,label
E:\Project\Fake News Detection\images\real\3143.jpg,images_normalized\real\3143.jpg,,real
E:\Project\Fake News Detection\images\real\3148.jpg,images_normalized\real\3148.jpg,,real
E:\Project\Fake News Detection\images\real\3164.jpg,images_normalized\real\3164.jpg,,real
E:\Project\Fake News Detection\images\real\3175.jpg,images_normalized\real\3175.jpg,,real
E:\Project\Fake News Detection\images\real\318.jpg,images_normalized\real\318.jpg,,real
E:\Project\Fake News Detection\images\real\3183.jpg,images_normalized\real\3183.jpg,,real
E:\Project\Fake News Detection\images\real\3186.jpg,images_normalized\real\3186.jpg,,real
E:\Project\Fake News Detection\images\real\3187.jpg,images_normalized\real\3187.jpg,,real
E:\Project\Fake News Detection\images\real\3190.jpg,images_normalized\real\3190.jpg,,real
E:\Project\Fake News Detection\images\real\3194.jpg,images_normalized\real\3194.jpg,,real
E:\Project\Fake News Detection\images\real\3203.jpg,images_normalized\real\3203.jpg,,real
E:\Project\Fake News Detection\images\real\3209.jpg,images_normalized\real\3209.jpg,,real
E:\Project\Fake News Detection\images\real\3212.jpg,images_normalized\real\3212.jpg,,real
E:\Project\Fake News Detection\images\real\3216.jpg,images_normalized\real\3216.jpg,,real
E:\Project\Fake News Detection\images\real\3223.jpg,images_normalized\real\3223.jpg,,real
E:\Project\Fake News Detection\images\real\3226.jpg,images_normalized\real\3226.jpg,,real
E:\Project\Fake News Detection\images\real\3233.jpg,images_normalized\real\3233.jpg,,real
E:\Project\Fake News Detection\images\real\3240.jpg,images_normalized\real\3240.jpg,,real
E:\Project\Fake News Detection\images\real\3242.jpg,images_normalized\real\3242.jpg,,real
E:\Project\Fake News Detection\images\real\3252.jpg,images_normalized\real\3252.jpg,,real
E:\Project\Fake News Detection\images\real\3254.jpg,images_normalized\real\3254.jpg,,real
E:\Project\Fake News Detection\images\real\3260.jpg,images_normalized\real\3260.jpg,,real
E:\Project\Fake News Detection\images\real\3265.jpg,images_normalized\real\3265.jpg,,real
E:\Project\Fake News Detection\images\real\3271.jpg,images_normalized\real\3271.jpg,,real
E:\Project\Fake News Detection\images\real\3272.jpg,images_normalized\real\3272.jpg,,real
E:\Project\Fake News Detection\images\real\3279.jpg,images_normalized\real\3279.jpg,,real
E:\Project\Fake News Detection\images\real\3283.jpg,images_normalized\real\3283.jpg,,real
E:\Project\Fake News Detection\images\real\329.jpg,images_normalized\real\329.jpg,,real
E:\Project\Fake News Detection\images\real\3293.jpg,images_normalized\real\3293.jpg,,real
E:\Project\Fake News Detection\images\real\3327.jpg,images_normalized\real\3327.jpg,,real
E:\Project\Fake News Detection\images\real\3330.jpg,images_normalized\real\3330.jpg,,real
E:\Project\Fake News Detection\images\real\3349.jpg,images_normalized\real\3349.jpg,,real
E:\Project\Fake News Detection\images\real\3352.jpg,images_normalized\real\3352.jpg,,real
E:\Project\Fake News Detection\images\real\3359.jpg,images_normalized\real\3359.jpg,,real
E:\Project\Fake News Detection\images\real\3374.jpg,images_normalized\real\3374.jpg,,real
E:\Project\Fake News Detection\images\real\3376.jpg,images_normalized\real\3376.jpg,,real
E:\Project\Fake News Detection\images\real\3377.jpg,images_normalized\real\3377.jpg,,real
E:\Project\Fake News Detection\images\real\3384.jpg,images_normalized\real\3384.jpg,,real
E:\Project\Fake News Detection\images\real\3409.jpg,images_normalized\real\3409.jpg,,real
E:\Project\Fake News Detection\images\real\3410.jpg,images_normalized\real\3410.jpg,,real
E:\Project\Fake News Detection\images\real\3413.jpg,images_normalized\real\3413.jpg,,real
E:\Project\Fake News Detection\images\real\3414.jpg,images_normalized\real\3414.jpg,,real
E:\Project\Fake News Detection\images\real\3417.jpg,images_normalized\real\3417.jpg,,real
E:\Project\Fake News Detection\images\real\343.jpg,images_normalized\real\343.jpg,,real
E:\Project\Fake News Detection\images\real\3445.jpg,images_normalized\real\3445.jpg,,real
E:\Project\Fake News Detection\images\real\345.jpg,images_normalized\real\345.jpg,,real
E:\Project\Fake News Detection\images\real\3450.jpg,images_normalized\real\3450.jpg,,real
E:\Project\Fake News Detection\images\real\3457.jpg,images_normalized\real\3457.jpg,,real
E:\Project\Fake News Detection\images\real\3471.jpg,images_normalized\real\3471.jpg,,real
E:\Project\Fake News Detection\images\real\3472.jpg,images_normalized\real\3472.jpg,,real
E:\Project\Fake News Detection\images\real\3477.jpg,images_normalized\real\3477.jpg,,real
E:\Project\Fake News Detection\images\real\3484.jpg,images_normalized\real\3484.jpg,,real
E:\Project\Fake News Detection\images\real\3488.jpg,images_normalized\real\3488.jpg,,real
E:\Project\Fake News Detection\images\real\3494.jpg,images_normalized\real\3494.jpg,,real
E:\Project\Fake News Detection\images\real\3504.jpg,images_normalized\real\3504.jpg,,real
E:\Project\Fake News Detection\images\real\3505.jpg,images_normalized\real\3505.jpg,,real
E:\Project\Fake News Detection\images\real\3509.jpg,images_normalized\real\3509.jpg,,real
E:\Project\Fake News Detection\images\real\3513.jpg,images_normalized\real\3513.jpg,,real
E:\Project\Fake News Detection\images\real\3514.jpg,images_normalized\real\3514.jpg,,real
E:\Project\Fake News Detection\images\real\3519.jpg,images_normalized\real\3519.jpg,,real
E:\Project\Fake News Detection\images\real\3520.jpg,images_normalized\real\3520.jpg,,real
E:\Project\Fake News Detection\images\real\353.jpg,images_normalized\real\353.jpg,,real
E:\Project\Fake News Detection\images\real\3542.png,images_normalized\real\3542.jpg,,real
E:\Project\Fake News Detection\images\real\3543.png,images_normalized\real\3543.jpg,,real
E:\Project\Fake News Detection\images\real\355.jpg,images_normalized\real\355.jpg,,real
E:\Project\Fake News Detection\images\real\3550.png,images_normalized\real\3550.jpg,,real
E:\Project\Fake News Detection\images\real\3552.png,images_normalized\real\3552.jpg,,real
E:\Project\Fake News Detection\images\real\3553.png,images_normalized\real\3553.jpg,,real
E:\Project\Fake News Detection\images\real\3561.png,images_normalized\real\3561.jpg,,real
E:\Project\Fake News Detection\images\real\3567.png,images_normalized\real\3567.jpg,,real
E:\Project\Fake News Detection\images\real\3582.png,images_normalized\real\3582.jpg,,real
E:\Project\Fake News Detection\images\real\3584.png,images_normalized\real\3584.jpg,,real
E:\Project\Fake News Detection\images\real\3589.png,images_normalized\real\3589.jpg,,real
E:\Project\Fake News Detection\images\real\359.jpg,images_normalized\real\359.jpg,,real
E:\Project\Fake News Detection\images\real\3602.png,images_normalized\real\3602.jpg,,real
E:\Project\Fake News Detection\images\real\3606.png,images_normalized\real\3606.jpg,,real
E:\Project\Fake News Detection\images\real\3609.png,images_normalized\real\3609.jpg,,real
E:\Project\Fake News Detection\images\real\3610.png,images_normalized\real\3610.jpg,,real
E:\Project\Fake News Detection\images\real\3615.png,images_normalized\real\3615.jpg,,real
E:\Project\Fake News Detection\images\real\3628.png,images_normalized\real\3628.jpg,,real
E:\Project\Fake News Detection\images\real\3634.png,images_normalized\real\3634.jpg,,real
E:\Project\Fake News Detection\images\real\3650.png,images_normalized\real\3650.jpg,,real
E:\Project\Fake News Detection\images\real\3654.png,images_normalized\real\3654.jpg,,real
E:\Project\Fake News Detection\images\real\3661.png,images_normalized\real\3661.jpg,,real
E:\Project\Fake News Detection\images\real\3663.png,images_normalized\real\3663.jpg,,real
E:\Project\Fake News Detection\images\real\367.jpg,images_normalized\real\367.jpg,,real
E:\Project\Fake News Detection\images\real\3674.png,images_normalized\real\3674.jpg,,real
E:\Project\Fake News Detection\images\real\3691.png,images_normalized\real\3691.jpg,,real
E:\Project\Fake News Detection\images\real\3693.png,images_normalized\real\3693.jpg,,real
E:\Project\Fake News Detection\images\real\370.jpg,images_normalized\real\370.jpg,,real
E:\Project\Fake News Detection\images\real\3709.png,images_normalized\real\3709.jpg,,real
E:\Project\Fake News Detection\images\real\3712.png,images_normalized\real\3712.jpg,,real
E:\Project\Fake News Detection\images\real\3713.png,images_normalized\real\3713.jpg,,real
E:\Project\Fake News Detection\images\real\3719.png,images_normalized\real\3719.jpg,,real
E:\Project\Fake News Detection\images\real\3721.png,images_normalized\real\3721.jpg,,real
E:\Project\Fake News Detection\images\real\3723.png,images_normalized\real\3723.jpg,,real
E:\Project\Fake News Detection\images\real\3738.png,images_normalized\real\3738.jpg,,real
E:\Project\Fake News Detection\images\real\3740.png,images_normalized\real\3740.jpg,,real
E:\Project\Fake News Detection\images\real\3744.png,images_normalized\real\3744.jpg,,real
E:\Project\Fake News Detection\images\real\3748.png,images_normalized\real\3748.jpg,,real
E:\Project\Fake News Detection\images\real\3758.png,images_normalized\real\3758.jpg,,real
E:\Project\Fake News Detection\images\real\3759.png,images_normalized\real\3759.jpg,,real
E:\Project\Fake News Detection\images\real\3771.png,images_normalized\real\3771.jpg,,real
E:\Project\Fake News Detection\images\real\3778.png,images_normalized\real\3778.jpg,,real
E:\Project\Fake News Detection\images\real\3781.png,images_normalized\real\3781.jpg,,real
E:\Project\Fake News Detection\images\real\3785.png,images_normalized\real\3785.jpg,,real
E:\Project\Fake News Detection\images\real\3787.png,images_normalized\real\3787.jpg,,real
E:\Project\Fake News Detection\images\real\3789.png,images_normalized\real\3789.jpg,,real
E:\Project\Fake News Detection\images\real\3794.png,images_normalized\real\3794.jpg,,real
E:\Project\Fake News Detection\images\real\38.jpg,images_normalized\real\38.jpg,,real
E:\Project\Fake News Detection\images\real\3803.png,images_normalized\real\3803.jpg,,real
E:\Project\Fake News Detection\images\real\3804.png,images_normalized\real\3804.jpg,,real
E:\Project\Fake News Detection\images\real\3811.png,images_normalized\real\3811.jpg,,real
E:\Project\Fake News Detection\images\real\3813.png,images_normalized\real\3813.jpg,,real
E:\Project\Fake News Detection\images\real\3816.png,images_normalized\real\3816.jpg,,real
E:\Project\Fake News Detection\images\real\3827.png,images_normalized\real\3827.jpg,,real
E:\Project\Fake News Detection\images\real\3829.png,images_normalized\real\3829.jpg,,real
E:\Project\Fake News Detection\images\real\3832.png,images_normalized\real\3832.jpg,,real
E:\Project\Fake News Detection\images\real\3842.png,images_normalized\real\3842.jpg,,real
E:\Project\Fake News Detection\images\real\3843.png,images_normalized\real\3843.jpg,,real
E:\Project\Fake News Detection\images\real\3844.png,images_normalized\real\3844.jpg,,real
E:\Project\Fake News Detection\images\real\3845.png,images_normalized\real\3845.jpg,,real
E:\Project\Fake News Detection\images\real\3846.png,images_normalized\real\3846.jpg,,real
E:\Project\Fake News Detection\images\real\3848.png,images_normalized\real\3848.jpg,,real
E:\Project\Fake News Detection\images\real\3849.png,images_normalized\real\3849.jpg,,real
E:\Project\Fake News Detection\images\real\3850.png,images_normalized\real\3850.jpg,,real
E:\Project\Fake News Detection\images\real\3857.png,images_normalized\real\3857.jpg,,real
E:\Project\Fake News Detection\images\real\3866.png,images_normalized\real\3866.jpg,,real
E:\Project\Fake News Detection\images\real\3867.png,images_normalized\real\3867.jpg,,real
E:\Project\Fake News Detection\images\real\3868.png,images_normalized\real\3868.jpg,,real
E:\Project\Fake News Detection\images\real\3871.png,images_normalized\real\3871.jpg,,real
E:\Project\Fake News Detection\images\real\3884.png,images_normalized\real\3884.jpg,,real
E:\Project\Fake News Detection\images\real\3910.png,images_normalized\real\3910.jpg,,real
E:\Project\Fake News Detection\images\real\3914.png,images_normalized\real\3914.jpg,,real
E:\Project\Fake News Detection\images\real\3919.png,images_normalized\real\3919.jpg,,real
E:\Project\Fake News Detection\images\real\3922.png,images_normalized\real\3922.jpg,,real
E:\Project\Fake News Detection\images\real\3924.png,images_normalized\real\3924.jpg,,real
E:\Project\Fake News Detection\images\real\3930.jpg,images_normalized\real\3930.jpg,,real
E:\Project\Fake News Detection\images\real\3931.jpg,images_normalized\real\3931.jpg,,real
E:\Project\Fake News Detection\images\real\3947.jpg,images_normalized\real\3947.jpg,,real
E:\Project\Fake News Detection\images\real\3955.jpg,images_normalized\real\3955.jpg,,real
E:\Project\Fake News Detection\images\real\3964.jpg,images_normalized\real\3964.jpg,,real
E:\Project\Fake News Detection\images\real\3973.jpg,images_normalized\real\3973.jpg,,real
E:\Project\Fake News Detection\images\real\3981.jpg,images_normalized\real\3981.jpg,,real
E:\Project\Fake News Detection\images\real\3999.jpg,images_normalized\real\3999.jpg,,real
E:\Project\Fake News Detection\images\real\4003.jpg,images_normalized\real\4003.jpg,,real
E:\Project\Fake News Detection\images\real\4014.jpg,images_normalized\real\4014.jpg,,real
E:\Project\Fake News Detection\images\real\402.jpg,images_normalized\real\402.jpg,,real
E:\Project\Fake News Detection\images\real\4023.jpg,images_normalized\real\4023.jpg,,real
E:\Project\Fake News Detection\images\real\4027.jpg,images_normalized\real\4027.jpg,,real
E:\Project\Fake News Detection\images\real\4030.jpg,images_normalized\real\4030.jpg,,real
E:\Project\Fake News Detection\images\real\4031.jpg,images_normalized\real\4031.jpg,,real
E:\Project\Fake News Detection\images\real\4033.jpg,images_normalized\real\4033.jpg,,real
E:\Project\Fake News Detection\images\real\4034.jpg,images_normalized\real\4034.jpg,,real
E:\Project\Fake News Detection\images\real\4039.jpg,images_normalized\real\4039.jpg,,real
E:\Project\Fake News Detection\images\real\404.jpg,images_normalized\real\404.jpg,,real
E:\Project\Fake News Detection\images\real\4045.jpg,images_normalized\real\4045.jpg,,real
E:\Project\Fake News Detection\images\real\4048.jpg,images_normalized\real\4048.jpg,,real
E:\Project\Fake News Detection\images\real\4051.jpg,images_normalized\real\4051.jpg,,real
E:\Project\Fake News Detection\images\real\4056.jpg,images_normalized\real\4056.jpg,,real
E:\Project\Fake News Detection\images\real\4063.jpg,images_normalized\real\4063.jpg,,real
E:\Project\Fake News Detection\images\real\4067.jpg,images_normalized\real\4067.jpg,,real
E:\Project\Fake News Detection\images\real\4073.jpg,images_normalized\real\4073.jpg,,real
E:\Project\Fake News Detection\images\real\4078.png,images_normalized\real\4078.jpg,,real
E:\Project\Fake News Detection\images\real\4090.jpg,images_normalized\real\4090.jpg,,real
E:\Project\Fake News Detection\images\real\4106.png,images_normalized\real\4106.jpg,,real
E:\Project\Fake News Detection\images\real\4108.png,images_normalized\real\4108.jpg,,real
E:\Project\Fake News Detection\images\real\411.jpg,images_normalized\real\411.jpg,,real
E:\Project\Fake News Detection\images\real\4134.jpg,images_normalized\real\4134.jpg,,real
E:\Project\Fake News Detection\images\real\4144.jpg,images_normalized\real\4144.jpg,,real
E:\Project\Fake News Detection\images\real\4145.jpg,images_normalized\real\4145.jpg,,real
E:\Project\Fake News Detection\images\real\4146.jpg,images_normalized\real\4146.jpg,,real
E:\Project\Fake News Detection\images\real\4154.png,images_normalized\real\4154.jpg,,real
E:\Project\Fake News Detection\images\real\4160.jpg,images_normalized\real\4160.jpg,,real
E:\Project\Fake News Detection\images\real\4167.jpg,images_normalized\real\4167.jpg,,real
E:\Project\Fake News Detection\images\real\4178.jpg,images_normalized\real\4178.jpg,,real
E:\Project\Fake News Detection\images\real\4180.jpg,images_normalized\real\4180.jpg,,real
E:\Project\Fake News Detection\images\real\4184.jpg,images_normalized\real\4184.jpg,,real
E:\Project\Fake News Detection\images\real\4189.jpg,images_normalized\real\4189.jpg,,real
E:\Project\Fake News Detection\images\real\42.jpg,images_normalized\real\42.jpg,,real
E:\Project\Fake News Detection\images\real\4201.jpg,images_normalized\real\4201.jpg,,real
E:\Project\Fake News Detection\images\real\4203.jpg,images_normalized\real\4203.jpg,,real
E:\Project\Fake News Detection\images\real\4205.jpg,images_normalized\real\4205.jpg,,real
E:\Project\Fake News Detection\images\real\4218.jpg,images_normalized\real\4218.jpg,,real
E:\Project\Fake News Detection\images\real\4228.jpg,images_normalized\real\4228.jpg,,real
E:\Project\Fake News Detection\images\real\424.jpeg,images_normalized\real\424.jpg,,real
E:\Project\Fake News Detection\images\real\4240.jpg,images_normalized\real\4240.jpg,,real
E:\Project\Fake News Detection\images\real\4249.jpg,images_normalized\real\4249.jpg,,real
E:\Project\Fake News Detection\images\real\4254.jpg,images_normalized\real\4254.jpg,,real
E:\Project\Fake News Detection\images\real\4257.jpg,images_normalized\real\4257.jpg,,real
E:\Project\Fake News Detection\images\real\4259.jpg,images_normalized\real\4259.jpg,,real
E:\Project\Fake News Detection\images\real\426.jpg,images_normalized\real\426.jpg,,real
E:\Project\Fake News Detection\images\real\4264.jpg,images_normalized\real\4264.jpg,,real
E:\Project\Fake News Detection\images\real\4266.jpg,images_normalized\real\4266.jpg,,real
E:\Project\Fake News Detection\images\real\4274.jpg,images_normalized\real\4274.jpg,,real
E:\Project\Fake News Detection\images\real\4281.jpg,images_normalized\real\4281.jpg,,real
E:\Project\Fake News Detection\images\real\4285.jpg,images_normalized\real\4285.jpg,,real
E:\Project\Fake News Detection\images\real\4286.jpg,images_normalized\real\4286.jpg,,real
E:\Project\Fake News Detection\images\real\4296.jpg,images_normalized\real\4296.jpg,,real
E:\Project\Fake News Detection\images\real\4300.jpg,images_normalized\real\4300.jpg,,real
E:\Project\Fake News Detection\images\real\4302.jpg,images_normalized\real\4302.jpg,,real
E:\Project\Fake News Detection\images\real\4318.jpg,images_normalized\real\4318.jpg,,real
E:\Project\Fake News Detection\images\real\432.jpg,images_normalized\real\432.jpg,,real
E:\Project\Fake News Detection\images\real\4324.jpg,images_normalized\real\4324.jpg,,real
E:\Project\Fake News Detection\images\real\433.jpg,images_normalized\real\433.jpg,,real
E:\Project\Fake News Detection\images\real\4333.jpg,images_normalized\real\4333.jpg,,real
E:\Project\Fake News Detection\images\real\434.jpg,images_normalized\real\434.jpg,,real
E:\Project\Fake News Detection\images\real\4350.jpg,images_normalized\real\4350.jpg,,real
E:\Project\Fake News Detection\images\real\4357.jpg,images_normalized\real\4357.jpg,,real
E:\Project\Fake News Detection\images\real\4359.jpg,images_normalized\real\4359.jpg,,real
E:\Project\Fake News Detection\images\real\436.jpeg,images_normalized\real\436.jpg,,real
E:\Project\Fake News Detection\images\real\4360.jpg,images_normalized\real\4360.jpg,,real
E:\Project\Fake News Detection\images\real\439.jpeg,images_normalized\real\439.jpg,,real
E:\Project\Fake News Detection\images\real\4391.jpg,images_normalized\real\4391.jpg,,real
E:\Project\Fake News Detection\images\real\4392.jpg,images_normalized\real\4392.jpg,,real
E:\Project\Fake News Detection\images\real\4415.jpg,images_normalized\real\4415.jpg,,real
E:\Project\Fake News Detection\images\real\4423.jpg,images_normalized\real\4423.jpg,,real
E:\Project\Fake News Detection\images\real\4434.jpg,images_normalized\real\4434.jpg,,real
E:\Project\Fake News Detection\images\real\4438.jpg,images_normalized\real\4438.jpg,,real
E:\Project\Fake News Detection\images\real\4444.jpg,images_normalized\real\4444.jpg,,real
E:\Project\Fake News Detection\images\real\4448.jpg,images_normalized\real\4448.jpg,,real
E:\Project\Fake News Detection\images\real\4454.jpg,images_normalized\real\4454.jpg,,real
E:\Project\Fake News Detection\images\real\4455.jpg,images_normalized\real\4455.jpg,,real
E:\Project\Fake News Detection\images\real\4456.jpg,images_normalized\real\4456.jpg,,real
E:\Project\Fake News Detection\images\real\4472.jpg,images_normalized\real\4472.jpg,,real
E:\Project\Fake News Detection\images\real\45.jpg,images_normalized\real\45.jpg,,real
E:\Project\Fake News Detection\images\real\4503.jpg,images_normalized\real\4503.jpg,,real
E:\Project\Fake News Detection\images\real\4509.jpg,images_normalized\real\4509.jpg,,real
E:\Project\Fake News Detection\images\real\4516.jpg,images_normalized\real\4516.jpg,,real
E:\Project\Fake News Detection\images\real\452.jpg,images_normalized\real\452.jpg,,real
E:\Project\Fake News Detection\images\real\4521.jpg,images_normalized\real\4521.jpg,,real
E:\Project\Fake News Detection\images\real\4528.jpg,images_normalized\real\4528.jpg,,real
E:\Project\Fake News Detection\images\real\4532.jpg,images_normalized\real\4532.jpg,,real
E:\Project\Fake News Detection\images\real\4541.jpg,images_normalized\real\4541.jpg,,real
E:\Project\Fake News Detection\images\real\4556.jpg,images_normalized\real\4556.jpg,,real
E:\Project\Fake News Detection\images\real\4557.jpg,images_normalized\real\4557.jpg,,real
E:\Project\Fake News Detection\images\real\4559.jpg,images_normalized\real\4559.jpg,,real
E:\Project\Fake News Detection\images\real\4573.jpg,images_normalized\real\4573.jpg,,real
E:\Project\Fake News Detection\images\real\4577.jpg,images_normalized\real\4577.jpg,,real
E:\Project\Fake News Detection\images\real\4582.jpg,images_normalized\real\4582.jpg,,real
E:\Project\Fake News Detection\images\real\4587.jpg,images_normalized\real\4587.jpg,,real
E:\Project\Fake News Detection\images\real\4590.jpg,images_normalized\real\4590.jpg,,real
E:\Project\Fake News Detection\images\real\4592.jpg,images_normalized\real\4592.jpg,,real
E:\Project\Fake News Detection\images\real\4595.jpg,images_normalized\real\4595.jpg,,real
E:\Project\Fake News Detection\images\real\4598.jpg,images_normalized\real\4598.jpg,,real
E:\Project\Fake News Detection\images\real\46.jpg,images_normalized\real\46.jpg,,real
E:\Project\Fake News Detection\images\real\4610.jpg,images_normalized\real\4610.jpg,,real
E:\Project\Fake News Detection\images\real\4611.jpg,images_normalized\real\4611.jpg,,real
E:\Project\Fake News Detection\images\real\464.jpg,images_normalized\real\464.jpg,,real
E:\Project\Fake News Detection\images\real\4642.jpg,images_normalized\real\4642.jpg,,real
E:\Project\Fake News Detection\images\real\4662.jpg,images_normalized\real\4662.jpg,,real
E:\Project\Fake News Detection\images\real\4664.jpg,images_normalized\real\4664.jpg,,real
E:\Project\Fake News Detection\images\real\4668.jpg,images_normalized\real\4668.jpg,,real
E:\Project\Fake News Detection\images\real\4684.jpg,images_normalized\real\4684.jpg,,real
E:\Project\Fake News Detection\images\real\4688.jpg,images_normalized\real\4688.jpg,,real
E:\Project\Fake News Detection\images\real\4691.jpg,images_normalized\real\4691.jpg,,real
E:\Project\Fake News Detection\images\real\4697.jpg,images_normalized\real\4697.jpg,,real
E:\Project\Fake News Detection\images\real\4709.jpg,images_normalized\real\4709.jpg,,real
E:\Project\Fake News Detection\images\real\4723.jpg,images_normalized\real\4723.jpg,,real
E:\Project\Fake News Detection\images\real\4739.jpg,images_normalized\real\4739.jpg,,real
E:\Project\Fake News Detection\images\real\474.jpg,images_normalized\real\474.jpg,,real
E:\Project\Fake News Detection\images\real\4756.jpg,images_normalized\real\4756.jpg,,real
E:\Project\Fake News Detection\images\real\4761.jpg,images_normalized\real\4761.jpg,,real
E:\Project\Fake News Detection\images\real\4773.jpg,images_normalized\real\4773.jpg,,real
E:\Project\Fake News Detection\images\real\4776.jpg,images_normalized\real\4776.jpg,,real
E:\Project\Fake News Detection\images\real\478.jpg,images_normalized\real\478.jpg,,real
E:\Project\Fake News Detection\images\real\4789.jpg,images_normalized\real\4789.jpg,,real
E:\Project\Fake News Detection\images\real\4790.jpg,images_normalized\real\4790.jpg,,real
E:\Project\Fake News Detection\images\real\4791.jpg,images_normalized\real\4791.jpg,,real
E:\Project\Fake News Detection\images\real\480.jpg,images_normalized\real\480.jpg,,real
E:\Project\Fake News Detection\images\real\4800.jpg,images_normalized\real\4800.jpg,,real
E:\Project\Fake News Detection\images\real\4806.jpg,images_normalized\real\4806.jpg,,real
E:\Project\Fake News Detection\images\real\4820.jpg,images_normalized\real\4820.jpg,,real
E:\Project\Fake News Detection\images\real\4828.jpg,images_normalized\real\4828.jpg,,real
E:\Project\Fake News Detection\images\real\4834.jpg,images_normalized\real\4834.jpg,,real
E:\Project\Fake News Detection\images\real\4837.jpg,images_normalized\real\4837.jpg,,real
E:\Project\Fake News Detection\images\real\484.jpg,images_normalized\real\484.jpg,,real
E:\Project\Fake News Detection\images\real\4844.jpg,images_normalized\real\4844.jpg,,real
E:\Project\Fake News Detection\images\real\4847.jpg,images_normalized\real\4847.jpg,,real
E:\Project\Fake News Detection\images\real\4860.jpg,images_normalized\real\4860.jpg,,real
E:\Project\Fake News Detection\images\real\4866.jpg,images_normalized\real\4866.jpg,,real
E:\Project\Fake News Detection\images\real\4876.jpg,images_normalized\real\4876.jpg,,real
E:\Project\Fake News Detection\images\real\4901.jpg,images_normalized\real\4901.jpg,,real
E:\Project\Fake News Detection\images\real\4904.jpg,images_normalized\real\4904.jpg,,real
E:\Project\Fake News Detection\images\real\4905.jpg,images_normalized\real\4905.jpg,,real
E:\Project\Fake News Detection\images\real\4911.jpg,images_normalized\real\4911.jpg,,real
E:\Project\Fake News Detection\images\real\4921.jpg,images_normalized\real\4921.jpg,,real
E:\Project\Fake News Detection\images\real\4927.jpg,images_normalized\real\4927.jpg,,real
E:\Project\Fake News Detection\images\real\4935.jpg,images_normalized\real\4935.jpg,,real
E:\Project\Fake News Detection\images\real\4962.jpg,images_normalized\real\4962.jpg,,real
E:\Project\Fake News Detection\images\real\497.jpg,images_normalized\real\497.jpg,,real
E:\Project\Fake News Detection\images\real\4972.jpg,images_normalized\real\4972.jpg,,real
E:\Project\Fake News Detection\images\real\4974.jpg,images_normalized\real\4974.jpg,,real
E:\Project\Fake News Detection\images\real\4979.jpg,images_normalized\real\4979.jpg,,real
E:\Project\Fake News Detection\images\real\4990.jpg,images_normalized\real\4990.jpg,,real
E:\Project\Fake News Detection\images\real\4994.jpg,images_normalized\real\4994.jpg,,real
E:\Project\Fake News Detection\images\real\5.jpg,images_normalized\real\5.jpg,,real
E:\Project\Fake News Detection\images\real\5003.jpg,images_normalized\real\5003.jpg,,real
E:\Project\Fake News Detection\images\real\5009.jpg,images_normalized\real\5009.jpg,,real
E:\Project\Fake News Detection\images\real\5017.jpg,images_normalized\real\5017.jpg,,real
E:\Project\Fake News Detection\images\real\502.jpg,images_normalized\real\502.jpg,,real
E:\Project\Fake News Detection\images\real\5034.jpg,images_normalized\real\5034.jpg,,real
E:\Project\Fake News Detection\images\real\5054.jpg,images_normalized\real\5054.jpg,,real
E:\Project\Fake News Detection\images\real\5055.jpg,images_normalized\real\5055.jpg,,real
E:\Project\Fake News Detection\images\real\5057.jpg,images_normalized\real\5057.jpg,,real
E:\Project\Fake News Detection\images\real\5081.jpg,images_normalized\real\5081.jpg,,real
E:\Project\Fake News Detection\images\real\5084.jpg,images_normalized\real\5084.jpg,,real
E:\Project\Fake News Detection\images\real\5088.jpg,images_normalized\real\5088.jpg,,real
E:\Project\Fake News Detection\images\real\5105.jpg,images_normalized\real\5105.jpg,,real
E:\Project\Fake News Detection\images\real\5109.jpg,images_normalized\real\5109.jpg,,real
E:\Project\Fake News Detection\images\real\5112.jpg,images_normalized\real\5112.jpg,,real
E:\Project\Fake News Detection\images\real\512.jpeg,images_normalized\real\512.jpg,,real
E:\Project\Fake News Detection\images\real\514.jpg,images_normalized\real\514.jpg,,real
E:\Project\Fake News Detection\images\real\5148.jpg,images_normalized\real\5148.jpg,,real
E:\Project\Fake News Detection\images\real\5157.jpg,images_normalized\real\5157.jpg,,real
E:\Project\Fake News Detection\images\real\516.jpg,images_normalized\real\516.jpg,,real
E:\Project\Fake News Detection\images\real\5162.jpg,images_normalized\real\5162.jpg,,real
E:\Project\Fake News Detection\images\real\5166.jpg,images_normalized\real\5166.jpg,,real
E:\Project\Fake News Detection\images\real\5180.jpg,images_normalized\real\5180.jpg,,real
E:\Project\Fake News Detection\images\real\5184.jpg,images_normalized\real\5184.jpg,,real
E:\Project\Fake News Detection\images\real\519.jpg,images_normalized\real\519.jpg,,real
E:\Project\Fake News Detection\images\real\5212.jpg,images_normalized\real\5212.jpg,,real
E:\Project\Fake News Detection\images\real\5219.jpg,images_normalized\real\5219.jpg,,real
E:\Project\Fake News Detection\images\real\5227.jpg,images_normalized\real\5227.jpg,,real
E:\Project\Fake News Detection\images\real\5228.jpg,images_normalized\real\5228.jpg,,real
E:\Project\Fake News Detection\images\real\5231.jpg,images_normalized\real\5231.jpg,,real
E:\Project\Fake News Detection\images\real\5233.jpg,images_normalized\real\5233.jpg,,real
E:\Project\Fake News Detection\images\real\5241.jpg,images_normalized\real\5241.jpg,,real
E:\Project\Fake News Detection\images\real\5258.jpg,images_normalized\real\5258.jpg,,real
E:\Project\Fake News Detection\images\real\5260.jpg,images_normalized\real\5260.jpg,,real
